i,Iter,F,V,T1,T2,x,Status
274,-1,-5.8160901500001194e-05,1.3231901975982563,26.15353226661682,0.0,46,bot2mid
275,-1,-0.00010031220341666369,1.3235609366630008,26.433525800704956,0.0,46,bot2mid
276,-1,-5.763455850000057e-05,1.3235983850533788,26.73539090156555,0.0,46,bot2mid
277,-1,-7.987255025000001e-05,1.3236283437656813,27.01541829109192,0.0,46,bot2mid
278,-1,-7.136333841666759e-05,1.3233924189062989,27.295409679412842,0.0,46,bot2mid
279,-1,-7.974096449999898e-05,1.3231490043688405,27.597328424453735,0.0,46,bot2mid
280,-1,-0.00011083906341666921,1.323156494046916,27.87736749649048,0.0,46,bot2mid
281,-1,-6.833686616666487e-05,1.3232576047009372,28.157500982284546,0.0,46,bot2mid
282,-1,-6.868776149999978e-05,1.3228494172458147,28.459262371063232,0.0,46,bot2mid
283,-1,-5.838021108332814e-05,1.322886865636193,28.73930311203003,0.0,46,bot2mid
284,-1,-7.649518266666933e-05,1.322954272738874,29.019460678100586,0.0,46,bot2mid
285,-1,-0.00011882193225000448,1.3223401191366708,29.321216821670532,0.0,46,bot2mid
286,-1,-7.522318708333073e-05,1.322819458533512,29.601300477981567,0.0,46,bot2mid
287,-1,-6.627535608333401e-05,1.322819458533512,29.881365060806274,0.0,46,bot2mid
288,-1,-7.500387750000032e-05,1.3227894998212095,30.183279037475586,0.0,46,bot2mid
289,-1,-0.0001392615854166647,1.9482562607570935,0.2953948974609375,0.0,57,mid2top
290,-1,-0.00011123382066666535,2.673253353640182,0.5861682891845703,0.0,63,mid2top
291,-1,-3.908096775000203e-05,3.3470697313933706,0.8915879726409912,0.0,68,mid2top
292,-1,-0.00016171888674999801,4.011756191572353,1.1642210483551025,0.0,73,mid2top
293,-1,-6.447701749999826e-05,4.623273427092355,1.4502863883972168,0.0,79,mid2top
294,-1,-0.0001010578559999982,5.351337543147417,1.739079475402832,0.0,84,mid2top
295,-1,-0.00021843234499999836,6.184253407422427,2.0268642902374268,0.0,89,mid2top
296,-1,-0.00016206978208333292,6.894656862575126,2.2992076873779297,0.0,92,mid2top
297,-1,-0.00016895610300000224,6.8761161644988755,2.6012542247772217,0.0,92,mid2top
298,-1,-0.00017658807649999914,6.76210079515338,2.881279468536377,0.0,92,mid2top
299,-1,-0.00015224471275000068,6.700895145919237,3.1612558364868164,0.0,92,mid2top
300,-1,-0.00012395377649999928,6.6450446165091765,3.4631175994873047,0.0,92,mid2top
301,-1,-0.0001561922852499932,6.598503756947137,3.743161916732788,0.0,92,mid2top
302,-1,-0.00013794572791666487,6.561800589537454,4.02315616607666,0.0,92,mid2top
303,-1,-0.00012434853375000235,6.5283853908029785,4.325059652328491,0.0,92,mid2top
304,-1,-0.00014439342966666296,6.500864568714033,4.604989051818848,0.0,92,mid2top
305,-1,-0.00017009651283333288,6.476598011748954,4.885120153427124,0.0,92,mid2top
306,-1,-0.00015592911375000157,6.452050591856038,5.186996698379517,0.0,92,mid2top
307,-1,-0.0001580783476666653,6.4310645138880895,5.467090368270874,0.0,92,mid2top
308,-1,-0.000144525015416664,6.4131005210236625,5.747038841247559,0.0,92,mid2top
309,-1,-0.0001432968817500005,6.394469946810503,6.04903507232666,0.0,92,mid2top
