T,FL,FM,FR,xL,xM,xR
315.9625356197357,"[1.6657841867401078, 1.962256855277958, 1.7311546470490025, 1.78486149825714, 1.890918967057048, 1.6519506038531633, 1.94733828549792, 1.743089502873033]","[0.02441674302734126, 0.03681379433038996, 0.0796249448302515, 0.011193221637422632, 0.08243494312560921, 0.028879681496438797, 0.03185497380917049, 0.08359200124722709]","[1.8700742525725178, 1.7707285481243222, 1.8624830525648484, 1.856212061254165, 1.7340927567829612, 1.901429209125935, 1.7713886524728153, 1.8327783568826637]",70,0,78
316.29588294029236,"[1.7569230857599776, 1.9307922353782412, 1.6728366015452167, 1.9562894273659428, 1.7729266424331096, 1.7599067997159852, 1.9348609362273426, 1.6657841867401078]","[0.01053204556792671, 0.07731082858701573, 0.03483026612190217, 0.028549093461690822, 0.0852449414209669, 0.009870869498430773, 0.07284789011791822, 0.04045026271261759]","[1.8525814873374535, 1.7228709828585802, 1.89812868738347, 1.7717187046470617, 1.8113249655566415, 1.8512612786404674, 1.7162699393736502, 1.8944981134667587]",71,0,78
316.6287899017334,"[1.9362171698437096, 1.8320584281067156, 1.7753678629425704, 1.9847703333096522, 1.707556182124215, 1.9397433772462642, 1.843179543760926, 1.738478308577385]","[0.026069683201081092, 0.08706317561208073, 0.008052635307316966, 0.06342613112760119, 0.05036790375505655, 0.01995380455824372, 0.08987317390743842, 0.009870869498430773]","[1.7968026698897956, 1.8383892438448541, 1.8964784265122376, 1.7479549481013141, 1.9271732787171618, 1.8301379394886916, 1.799113035109521, 1.896148374337991]",72,0,79
316.96250581741333,"[1.9945352153474956, 1.7189485445016985, 1.8968863949690635, 1.8713892029813617, 1.707556182124215, 1.9972476825802297, 1.7376645684075647, 1.8505032052893082]","[0.05516143025890205, 0.06259966104073127, 0.01615204215864212, 0.09053434997693437, 0.014664396002276273, 0.04425202511221919, 0.07383965422216211, 0.01218498574166653]","[1.7476248959270675, 1.910010565656344, 1.8410296612388262, 1.7743591220410337, 1.901429209125935, 1.7522456263665185, 1.8826162351938847, 1.852251435163207]",72,0,79
317.2957456111908,"[1.9039388097741725, 1.6801602630735992, 1.9853128267561992, 1.7585505660996181, 1.7946263802949833, 1.9278085214222336, 1.6733790949917635, 1.9660543094037861]","[0.08772435168157665, 0.022929096870975413, 0.03483026612190217, 0.08160847303873929, 0.009540281463682812, 0.07929435679550352, 0.03301203193078836, 0.028053211409568873]","[1.7469647915785746, 1.951927191785649, 1.8086845481626694, 1.89152764389854, 1.896808478686484, 1.7674280263818574, 1.946646356997705, 1.8218866351325294]",72,0,80
317.62876629829407,"[1.7794365637916716, 1.8076462230121075, 2.000502643259511, 1.7216610117344326, 1.9706655036994343, 1.8505032052893082, 1.760991786609079, 2.0137937326999085]","[0.08607141150783683, 0.007556753255195017, 0.06871553968356862, 0.046731435372828936, 0.021937332766731515, 0.08970787989006444, 0.009044399411560863, 0.056814370432641884]","[1.8532415916859464, 1.894168061292512, 1.7562062524574764, 1.940045313512775, 1.8354187742766357, 1.8166058003445853, 1.903409522171414, 1.7565363046317228]",73,0,80
317.96208024024963,"[1.7319683872188227, 1.912076211472375, 1.8892914867174075, 1.7175923108853315, 2.014064979423182, 1.759635552992712, 1.8491469716729412, 1.9359459231204363]","[0.061442602919113395, 0.015821454123894158, 0.08954258587269047, 0.01482969001965026, 0.04144202681686149, 0.07582318243064991, 0.01053204556792671, 0.08260023714298319]","[1.9284934874141477, 1.900109000428949, 1.8241970003522547, 1.9568779743993465, 1.806374182942944, 1.9261831221944223, 1.9063799917396325, 1.7888814177078796]",73,0,81
318.29568552970886,"[1.69290885906745, 2.0539382477443753, 1.8475194913333006, 1.8282609739808877, 2.0181336802722836, 1.7357658413446506, 1.9967051891336827, 1.8816965784657518]","[0.028879681496438797, 0.028879681496438797, 0.08425317731672301, 0.007556753255195017, 0.0690461277183166, 0.04573967126858504, 0.021276156697235593, 0.08987317390743842]","[1.959188339619072, 1.8235368960037617, 1.8704043047467642, 1.9096805134820973, 1.7700684437758294, 1.957208026573593, 1.854231748208686, 1.8294778351401988]",74,0,81
318.6285619735718,"[1.771299162093469, 2.035222223838509, 1.7607205398858055, 1.9112624713025548, 1.938929637076444, 1.7200335313947923, 2.036578457454876, 1.8171398583266773]","[0.008052635307316966, 0.05218613794617036, 0.06755848156195075, 0.011854397706918568, 0.08557552945571488, 0.02259850883622745, 0.031524385774422514, 0.08458376535147098]","[1.9222224961034642, 1.8215565829582827, 1.9796515744223546, 1.9245328613231898, 1.818916165564311, 1.9839422526875592, 1.846970600375263, 1.9083603047851114]",74,0,82
318.96215176582336,"[1.8155123779870368, 2.0772654659458896, 1.7791653170683983, 2.0338659902221417, 1.9288935083153274, 1.802221288546639, 2.0875728414302794, 1.806018742672467]","[0.007722047272569005, 0.06739318754457678, 0.04623555332070699, 0.020284392592991696, 0.08970787989006444, 0.008713811376812902, 0.048384375546568756, 0.07053377387468245]","[1.9387251048157892, 1.7921819394503447, 1.9809717831193407, 1.8773354004059408, 1.8440001308070446, 1.950606983088663, 1.7974627742382885, 1.947966565694691]",75,0,82
319.2955186367035,"[1.945982051881553, 1.9375734034600767, 1.7110823895267693, 2.0297972893730405, 1.8133424042008495, 1.8054762492259202, 2.0029438637689716, 1.7151510903758707]","[0.011193221637422632, 0.08706317561208073, 0.02359027294047135, 0.031193797739674553, 0.08590611749046285, 0.007722047272569005, 0.06838495164882068, 0.0508637858071785]","[1.906049939565386, 1.8014234003292464, 1.9680997483237272, 1.8337685134054031, 1.890207435201554, 1.9284934874141477, 1.7845907394426752, 1.9730505309374249]",74,0,82
319.62850403785706,"[1.9617143618314115, 1.9554756871961227, 1.8320584281067156, 2.1350410180031285, 1.8673205021322605, 1.9419133510324516, 2.060448169102937, 1.7902864327226085]","[0.019788510540869747, 0.08937729185531647, 0.009540281463682812, 0.04111143878211351, 0.07747612260438973, 0.008052635307316966, 0.07698024055226778, 0.031524385774422514]","[1.8793157134514198, 1.8713944612695037, 1.9888930353012568, 1.8340985655796496, 1.9585282352705788, 1.9469764091719515, 1.8093446525111625, 1.9997847570513911]",76,0,83
319.9619936943054,"[2.098151463637943, 1.854300659415136, 1.811714923861209, 2.0335947434988686, 1.7409195290868458, 1.9926364882845815, 1.8898339801639545, 1.777809083452031]","[0.025408507131585156, 0.08805493971632462, 0.007226165220447056, 0.06557495335346296, 0.05020260973768256, 0.02044968661036567, 0.09119552604643029, 0.008217929324690953]","[1.8727146699664898, 1.906049939565386, 1.955887817876607, 1.8116550177308879, 1.9994547048771445, 1.898788791731963, 1.8684239917012853, 1.9631489657100298]",75,0,83
320.29498624801636,"[2.0476995731090866, 1.8157836247103103, 2.0086400449577138, 1.9720217373158013, 1.8043912623328264, 2.1024914112103175, 1.8260910001947002, 1.9652405692339656]","[0.05499613624152806, 0.06111201488436542, 0.014499101984902299, 0.0892119978379425, 0.011854397706918568, 0.04623555332070699, 0.07069906789205642, 0.012350279759040517]","[1.8113249655566415, 1.9770111570283828, 1.9086903569593578, 1.8337685134054031, 1.9628189135357834, 1.809674704685409, 1.9562178700508535, 1.9133110873988088]",76,0,83
320.6285471916199,"[1.9956202022405891, 1.7273571929231746, 2.044987105876352, 1.7978813409742644, 1.8561993864780502, 1.9790741521209105, 1.7189485445016985, 2.0303397828195875]","[0.08755905766420267, 0.018466158401877875, 0.03615261826089404, 0.08045141491712142, 0.009044399411560863, 0.08127788500399132, 0.030367327652804643, 0.02904497551381277]","[1.8126451742536274, 2.022888409248646, 1.8697442003982714, 1.9634790178842765, 1.9674396439752344, 1.8340985655796496, 2.0159573135894697, 1.8836063917166241]",75,0,84
320.96194219589233,"[1.8250060133016066, 1.8773566308933771, 2.0528532608512813, 1.7715704088167423, 2.056379468253836, 1.8982426285854306, 1.8258197534714269, 2.0726542716502414]","[0.08590611749046285, 0.006895577185699081, 0.07202142003104829, 0.040119674677869616, 0.02359027294047135, 0.08855082176844657, 0.006069107098829171, 0.06078142684961747]","[1.9331142178535987, 1.961828757013044, 1.8185861133900643, 2.0106764788015257, 1.8954882699894982, 1.894168061292512, 1.9661194352782483, 1.8185861133900643]",76,0,84
321.295147895813,"[1.7775378367287578, 2.003215110492245, 1.938387143629897, 1.7873027187666009, 2.085131620920819, 1.8046625090561, 1.9552044404728492, 1.9660543094037861]","[0.05598790034577196, 0.016813218228138055, 0.09169140809855224, 0.01003616351580476, 0.048053787511820795, 0.06970730378781252, 0.013011455828536453, 0.08871611578582055]","[2.002425174445363, 1.9192520265352457, 1.858192374299644, 1.9773412092026292, 1.8241970003522547, 1.9770111570283828, 1.930803852633873, 1.8324483047084172]",76,0,84
321.62845063209534,"[1.769400435030555, 2.128259849921293, 1.861353074220245, 1.9549331937495757, 2.0316960164359545, 1.7946263802949833, 2.1119850465248873, 1.8749154103839163]","[0.01615204215864212, 0.03813614646938182, 0.07615377046539785, 0.009870869498430773, 0.08392258928197506, 0.022763802853601425, 0.03284673791341437, 0.08094729696924337]","[1.9839422526875592, 1.8265073655719803, 1.9473064613461981, 1.9327841656793523, 1.8109949133823948, 1.9829520961648197, 1.8393794003675936, 1.9271732787171618]",77,0,84
321.9619324207306,"[1.9188573795542105, 2.0067413178947997, 1.7463444635523142, 2.059634428933117, 1.8572843733711437, 1.8423658035911057, 2.030611029542861, 1.7485144373385015]","[0.008052635307316966, 0.07879847474338157, 0.030036739618056668, 0.0278879173921949, 0.08574082347308885, 0.006399695133577132, 0.07169083199630032, 0.03945849860837369]","[1.9377349482930497, 1.849611017769235, 2.0317998179533014, 1.900109000428949, 1.944005939603733, 1.9813018352935872, 1.8380591916706077, 2.029489452733576]",76,0,85
322.29516220092773,"[2.035493470561782, 1.917772392661117, 1.8491469716729412, 2.0875728414302794, 1.7900151859993352, 2.041460898473798, 1.9269947812524133, 1.8282609739808877]","[0.02342497892309736, 0.08838552775107257, 0.006730283168325107, 0.06359142514497516, 0.049706727685560614, 0.01995380455824372, 0.09053434997693437, 0.007556753255195017]","[1.9103406178305904, 1.8671037830042994, 1.9390551569900356, 1.79449230467007, 1.9809717831193407, 1.8812960264968988, 1.8539016960344394, 1.9463163048234586]",77,0,84
322.6283061504364,"[2.09001406193974, 1.7870314720433276, 1.9988751629198702, 1.9481520256677403, 1.7916426663389757, 2.0894715684931935, 1.8103586902448419, 1.9538482068564822]","[0.05780613453688578, 0.056814370432641884, 0.01565616010652017, 0.08970787989006444, 0.01003616351580476, 0.046070259303333, 0.07036847985730847, 0.01053204556792671]","[1.7981228785867815, 2.0486324788398727, 1.9766811048541362, 1.9103406178305904, 2.036420548392752, 1.8770053482316942, 2.024868722294125, 1.9832821483390661]",77,0,86
322.9617669582367,"[1.9839565931398317, 1.776452849835664, 2.0948965029586617, 1.8393820896350979, 1.919128626277484, 2.011352512190448, 1.768044201414188, 2.0848603741975453]","[0.08673258757733275, 0.017804982332381952, 0.03764026441725987, 0.07797200465651168, 0.009209693428934851, 0.08326141321247911, 0.02441674302734126, 0.031193797739674553]","[1.8753550873604619, 1.9968142874831727, 1.8446602351555377, 1.9605085483160578, 1.9489567222174304, 1.8241970003522547, 2.0037453831423493, 1.8628131047390948]",77,0,85
323.29464745521545,"[1.8559281397547767, 1.9665968028503331, 2.1203936949463635, 1.8301597010438015, 2.130158576984207, 1.961443115108138, 1.898513875308704, 2.1358547581729486]","[0.08359200124722709, 0.006069107098829171, 0.07202142003104829, 0.035326148174024116, 0.022763802853601425, 0.08656729355995878, 0.0055732250467072225, 0.05929378069325161]","[1.9334442700278451, 1.985922565733038, 1.846970600375263, 2.0344402353472733, 1.9176017656640134, 1.9235427048004503, 1.9921935570437215, 1.8430099742843051]",78,0,86
323.62805366516113,"[1.8350421420627232, 2.026813575417033, 1.945439558435006, 1.809273703351748, 2.0984227103612163, 1.8098161967982949, 1.9877540472656599, 1.9720217373158013]","[0.05301260803304027, 0.017143806262886016, 0.09020376194218639, 0.007722047272569005, 0.0508637858071785, 0.06540965933608898, 0.013011455828536453, 0.08937729185531647]","[2.025528826642618, 1.944005939603733, 1.8928478525955261, 2.006055748362075, 1.8476307047237561, 2.0149671570667302, 1.955227713528114, 1.8661136264815599]",77,0,86
323.96150374412537,"[1.7908289261691555, 2.1594532230977364, 1.8803403448493847, 1.9931789817311285, 2.0566507149771094, 1.8190385853895914, 2.143720913147878, 1.9052950433905396]","[0.013342043863284414, 0.04111143878211351, 0.07350906618741414, 0.01003616351580476, 0.08309611919510514, 0.020119098575617708, 0.032350855861292424, 0.08144317902136532]","[2.012326739672758, 1.848290809072249, 1.9846023570360523, 1.9588582874448255, 1.8400395047160867, 2.0126567918470046, 1.866773730830053, 1.951267087437156]",78,0,86
324.29482078552246,"[1.9343184427807958, 2.088657828323373, 1.8106299369681151, 2.116053747373989, 1.933233455887702, 1.8814253317424783, 2.1171387342670824, 1.8168686116034038]","[0.00656498915095112, 0.07367436020478811, 0.035326148174024116, 0.023755566957845323, 0.08689788159470672, 0.0055732250467072225, 0.06243436702335729, 0.05036790375505655]","[1.9647992265812624, 1.8261773133977337, 2.0199179396804277, 1.8964784265122376, 1.9110007221790835, 1.9737106352859177, 1.8294778351401988, 2.016947470112209]",78,0,86
324.6278462409973,"[2.064245623228765, 1.9665968028503331, 1.8450782708238398, 2.1307010704307534, 1.8344996486161764, 2.0216598876748377, 1.9994176563664172, 1.823378532961966]","[0.017970276349755926, 0.09003846792481242, 0.007226165220447056, 0.0518555499114224, 0.06359142514497516, 0.013507337880658402, 0.08954258587269047, 0.01218498574166653]","[1.9209022874064783, 1.8776654525801872, 1.985262461384545, 1.8321182525341706, 1.9981344961801584, 1.9337743222020918, 1.8552219047314256, 1.9941738700892004]",78,0,86
324.96135234832764,"[2.134227277833308, 1.8499607118427615, 1.9793453988441836, 2.0281698090334, 1.7997800680371783, 2.1266323695816522, 1.8784416177864707, 1.929978495208421]","[0.043590849042723256, 0.07268259610054421, 0.009870869498430773, 0.08574082347308885, 0.019457922506121772, 0.034169090052406245, 0.08012082688237344, 0.006895577185699081]","[1.8370690351478682, 2.0159573135894697, 1.9829520961648197, 1.8690840960497783, 2.0377407570897383, 1.8869069134590892, 1.9822919918163266, 1.9885629831270102]",78,0,87
325.2946152687073,"[2.060990662549484, 1.7932701466786163, 2.1098150727387, 1.9112624713025548, 1.8822390719122986, 2.0881153348768264, 1.7984238344208112, 2.0775367126691626]","[0.07698024055226778, 0.03202026782654446, 0.02656556525320304, 0.08656729355995878, 0.005903813081455184, 0.06888083370094263, 0.044417319129593166, 0.021937332766731515]","[1.846970600375263, 2.004405487490842, 1.8756851395347083, 1.9126509830503158, 1.9605085483160578, 1.8146254872991063, 2.0083661135818, 1.8977986352092235]",78,0,86
325.6279640197754,"[1.9326909624411552, 1.8486044782263944, 2.102762657933591, 1.8043912623328264, 2.0311535229894075, 1.9603581282150444, 1.821479805899052, 2.1176812277136294]","[0.08937729185531647, 0.006234401116203159, 0.05929378069325161, 0.05598790034577196, 0.01648263019339008, 0.09053434997693437, 0.009044399411560863, 0.04954143366818664]","[1.8862468091105962, 2.0053956440135816, 1.8552219047314256, 2.03477028752152, 1.950606983088663, 1.892187748247033, 2.0133168961954975, 1.8565421134284115]",78,0,87
325.9612150192261,"[1.8244635198550598, 2.0585494420400234, 2.0653306101218587, 1.858098113540964, 2.181695454406157, 1.9123474581956486, 1.9950777087940421, 2.1016776710404974]","[0.06772377557932473, 0.01168910368954458, 0.08755905766420267, 0.015490866089146196, 0.036317912278268014, 0.07797200465651168, 0.008383223342064927, 0.07929435679550352]","[2.0133168961954975, 1.9562178700508535, 1.8588524786481369, 2.016947470112209, 1.8618229482163553, 1.9723904265889318, 1.9680997483237272, 1.8367389829736216]",79,0,87
326.294148683548,"[1.8331434149998092, 2.1049326317197785, 1.9001413556483444, 1.877899124339924, 2.0894715684931935, 1.7897439392760617, 2.0585494420400234, 1.952491973240115]","[0.02871438747906481, 0.0278879173921949, 0.08788964569895062, 0.005242637011959261, 0.06689730549245483, 0.04788849349444681, 0.01962321652349576, 0.09136082006380426]","[2.0245386701198784, 1.8977986352092235, 1.9327841656793523, 1.9855925135587917, 1.8337685134054031, 2.0304796092563153, 1.9314639569823662, 1.8908675395500472]",78,0,87
326.6275758743286,"[1.8184960919430444, 2.1724730658148608, 1.8765428907235568, 2.0156924597628225, 2.0607194158262105, 1.8293459608739813, 2.1635219239468375, 1.9118049647491018]","[0.007226165220447056, 0.04821908152919477, 0.07086436190943042, 0.01053204556792671, 0.0854102354383409, 0.020119098575617708, 0.032350855861292424, 0.08127788500399132]","[2.001104965748377, 1.887567017807582, 2.0466521657943937, 1.9981344961801584, 1.8842664960651172, 2.0578739397187746, 1.9103406178305904, 1.9905432961724892]",79,0,88
326.9611008167267,"[1.949237012560834, 2.055836974807289, 1.7772665900054843, 2.0913702955561075, 1.8939026810130557, 1.8732879300442757, 2.075095492159702, 1.779707810514945]","[0.007060871203073069, 0.07698024055226778, 0.03483026612190217, 0.027061447305324976, 0.0872284696294547, 0.006234401116203159, 0.0710296559268044, 0.04144202681686149]","[1.996484235308926, 1.8251871568749942, 2.0146371048924836, 1.8872369656333357, 1.9182618700125063, 1.9710702178919457, 1.8245270525265012, 2.014307052718237]",78,0,87
327.29400157928467,"[2.0707555445873274, 1.9429983379255453, 1.8713892029813617, 2.1163249940972624, 1.8182248452197711, 2.0571932084236564, 1.976361684888176, 1.8326009215532624]","[0.02392086097521931, 0.08805493971632462, 0.006069107098829171, 0.06012025078012152, 0.05383907811991019, 0.017143806262886016, 0.09036905595956037, 0.008548517359438915]","[1.901429209125935, 1.9449960961264725, 2.020908096203167, 1.862153000390602, 2.0558936266732957, 1.9657893831040019, 1.9057198873911394, 2.0284992962108364]",79,0,88
327.62771582603455,"[2.1358547581729486, 1.8407383232514651, 1.9967051891336827, 2.029526042649767, 1.8049337557793734, 2.1372109917893156, 1.8846802924217594, 1.9169586524912967]","[0.04788849349444681, 0.06821965763144668, 0.01135851565479662, 0.0872284696294547, 0.0183008643845039, 0.03400379603503226, 0.08226964910823521, 0.006399695133577132]","[1.8680939395270388, 2.029489452733576, 1.9796515744223546, 1.8727146699664898, 2.042361487529189, 1.892187748247033, 1.9786614178996151, 1.996484235308926]",79,0,88
327.9609932899475,"[2.0908278021095605, 1.791913913062249, 2.085131620920819, 1.9424558444789983, 1.841280816698012, 2.1203936949463635, 1.8174111050499508, 2.0278985623101264]","[0.07301318413529219, 0.04094614476473954, 0.021276156697235593, 0.09003846792481242, 0.006069107098829171, 0.05516143025890205, 0.06111201488436542, 0.014499101984902299]","[1.8529115395117, 2.0506127918853516, 1.9377349482930497, 1.9192520265352457, 2.0113365831500185, 1.856212061254165, 2.032789974476041, 1.9628189135357834]",79,0,88
328.2942976951599,"[1.9858553202027458, 1.8182248452197711, 2.1258186294118318, 1.8396533363583714, 1.9945352153474956, 2.0067413178947997, 1.8027637819931859, 2.132328550770394]","[0.08954258587269047, 0.01053204556792671, 0.04689672939020291, 0.06937671575306457, 0.012515573776414504, 0.08937729185531647, 0.01565616010652017, 0.039293204590999706]","[1.8872369656333357, 2.0199179396804277, 1.8608327916936158, 2.018267678809195, 1.9690899048464667, 1.8684239917012853, 2.025528826642618, 1.8710644090952573]",79,0,88
328.6274745464325,"[1.858640606987511, 1.9497795060073808, 2.0325097566057746, 1.78486149825714, 2.1190374613299965, 1.8789841112330177, 1.8998701089250711, 2.0715692847571474]","[0.07714553456964175, 0.008713811376812902, 0.08392258928197506, 0.02392086097521931, 0.031193797739674553, 0.08392258928197506, 0.006895577185699081, 0.07483141832640601]","[1.9978044440059122, 2.0212381483774133, 1.8954882699894982, 2.076686913650825, 1.9311339048081198, 2.0001148092256376, 2.0251987744683717, 1.8819561308453916]",79,0,89
328.96078610420227,"[1.7826915244709527, 2.1467046271038854, 1.9714792438692543, 1.909363744239641, 2.15023083450644, 1.842637050314379, 2.0989652038077633, 1.9953489555173156]","[0.03730967638251191, 0.022267920801479477, 0.0892119978379425, 0.0049120489772113, 0.06127730890173942, 0.05053319777243054, 0.018962040453999823, 0.09053434997693437]","[2.074706600605346, 1.9067100439138789, 1.911990878701823, 1.9879028787785173, 1.8373990873221147, 2.0245386701198784, 1.9298136961111336, 1.890207435201554]",80,0,88
329.29414200782776,"[1.872745436597729, 2.131514810600574, 1.831787181383442, 2.030068536096314, 1.9991464096431437, 1.8250060133016066, 2.145077146764245, 1.8551143995849564]","[0.006399695133577132, 0.054004372137284165, 0.06293024907547924, 0.014499101984902299, 0.08954258587269047, 0.01218498574166653, 0.04309496699060131, 0.07383965422216211]","[1.9941738700892004, 1.8836063917166241, 2.059524200590007, 1.9846023570360523, 1.9047297308684, 2.0486324788398727, 1.8878970699818287, 2.029489452733576]",79,0,89
329.6271243095398,"[1.9828716062467382, 2.078350452838983, 1.8353133887859967, 2.1681331182424857, 1.9047525499439928, 1.9793453988441836, 2.0870303479837324, 1.8231072862386926]","[0.010366751550552722, 0.08607141150783683, 0.020119098575617708, 0.03483026612190217, 0.07995553286499947, 0.008052635307316966, 0.08293082517773116, 0.02524321311421117]","[1.991203400520982, 1.8370690351478682, 2.0110065309757723, 1.8585224264738904, 1.9601784961418114, 1.963809070058523, 1.8314581481856778, 2.015627261415223]",80,0,88
329.96057629585266,"[2.1570120025882753, 1.8917327072268684, 1.9172298992145702, 2.0753667388829755, 1.792456406508796, 2.1090013325688797, 1.913974938535289, 1.8835953055286658]","[0.029375563548560746, 0.08458376535147098, 0.006730283168325107, 0.07631906448277186, 0.03516085415665014, 0.025739095166333117, 0.08788964569895062, 0.005077342994585274]","[1.8730447221407363, 1.987242774430024, 2.011666635324265, 1.8631431569133414, 2.0631547745067187, 1.9314639569823662, 1.9562178700508535, 2.011666635324265]",79,0,89
330.2939763069153,"[2.094625256235388, 1.8184960919430444, 2.106017618612872, 1.964155582340872, 1.8716604497046352, 2.1344985245565815, 1.8328721682765359, 2.0653306101218587]","[0.06838495164882068, 0.04392143707747122, 0.021276156697235593, 0.09020376194218639, 0.005407931029333249, 0.05896319265850365, 0.056814370432641884, 0.01648263019339008]","[1.8611628438678625, 2.054903470150556, 1.945986252649212, 1.9288235395883941, 2.0179376266349487, 1.8591825308223835, 2.049292583188366, 1.961828757013044]",80,0,89
330.62723660469055,"[1.990466514498394, 1.8439932839307462, 2.1499595877831665, 1.8532156725220426, 2.0232873680144783, 2.0194899138886506, 1.8279897272576142, 2.1540282886322677]","[0.09119552604643029, 0.008879105394186876, 0.04904555161606469, 0.06755848156195075, 0.012350279759040517, 0.09069964399430834, 0.013507337880658402, 0.0412767327994875]","[1.902749417822921, 2.024208617945632, 1.8657835743073135, 2.031469765779055, 1.9717303222404388, 1.8803058699741593, 2.03477028752152, 1.8743649308377224]",80,0,89
330.96044635772705,"[1.8681342423020808, 1.9815153726303711, 2.050683287065094, 1.8068324828422873, 2.1396522122987767, 1.8911902137803216, 1.9329622091644285, 2.084046634027725]","[0.07466612430903201, 0.009870869498430773, 0.08507964740359293, 0.021937332766731515, 0.0316896797917965, 0.08260023714298319, 0.005903813081455184, 0.07714553456964175]","[2.007706009233307, 2.0291594005593296, 1.9083603047851114, 2.08658847887822, 1.9367447917703102, 2.0166174179379626, 2.0344402353472733, 1.8911975917242936]",80,0,90
331.29365134239197,"[1.7981525876975377, 2.1203936949463635, 1.926181041082593, 1.8987851220319774, 2.105203878443052, 1.8049337557793734, 2.095167749681935, 1.9424558444789983]","[0.03317732594816235, 0.02524321311421117, 0.0882202337336986, 0.005242637011959261, 0.06970730378781252, 0.04276437895585335, 0.021276156697235593, 0.08987317390743842]","[2.0855983223554806, 1.910010565656344, 1.9380650004672961, 1.996484235308926, 1.84631049602677, 2.0430215918776824, 1.9288235395883941, 1.9209022874064783]",80,0,89
331.6267879009247,"[1.8692192291951744, 2.116867487543809, 1.8098161967982949, 2.056921961700383, 1.9695805168063407, 1.837483362572184, 2.1293448368143864, 1.8269047403645204]","[0.005077342994585274, 0.06111201488436542, 0.053177902050414255, 0.017474394297633977, 0.09103023202905632, 0.007556753255195017, 0.052847314015666294, 0.06342613112760119]","[2.0040754353165955, 1.899448896080456, 2.0902190527949314, 1.991203400520982, 1.946646356997705, 2.0578739397187746, 1.8938380091182656, 2.072726287559867]",80,0,90
331.9603235721588,"[2.0243723549075723, 2.0040288506620656, 1.822022299345599, 2.1404659524685967, 1.848333231503121, 2.003215110492245, 2.015421213039549, 1.8136136509241227]","[0.013837925915406363, 0.09086493801168231, 0.01218498574166653, 0.045409083233837064, 0.07036847985730847, 0.012350279759040517, 0.08987317390743842, 0.014168513950154324]","[1.9961541831346794, 1.8720545656179968, 2.010016374453033, 1.851591330814714, 2.007706009233307, 1.961828757013044, 1.8611628438678625, 2.0159573135894697]",80,0,89
332.2936363220215,"[2.1453483934875184, 1.8534869192453158, 1.9739204643787154, 2.0281698090334, 1.802221288546639, 2.138295978682409, 1.8646080348995262, 1.9508644929004744]","[0.04193790886898344, 0.07499671234377998, 0.0097055754810568, 0.08755905766420267, 0.0183008643845039, 0.035326148174024116, 0.07846788670863362, 0.008879105394186876]","[1.8578623221253974, 2.0446718527489147, 2.0159573135894697, 1.8938380091182656, 2.068765661468909, 1.911990878701823, 2.020247991854674, 2.016287365763716]",80,0,90
332.62676787376404,"[2.0498695468952737, 1.7948976270182568, 2.1250048892420117, 1.8852227858683064, 1.9128899516421953, 2.0721117782036944, 1.7894726925527882, 2.105203878443052]","[0.08359200124722709, 0.02441674302734126, 0.030367327652804643, 0.08392258928197506, 0.00656498915095112, 0.07681494653489378, 0.034664972104528194, 0.025408507131585156]","[1.8842664960651172, 2.072726287559867, 1.9235427048004503, 1.9961541831346794, 2.019587887506181, 1.8737048264892293, 2.074706600605346, 1.944666043952226]",80,0,90
332.960209608078,"[1.9126187049189218, 1.926181041082593, 2.1458908869340654, 1.8396533363583714, 2.122021175286004, 1.978802905397637, 1.891461460503595, 2.157825742758096]","[0.0882202337336986, 0.005242637011959261, 0.06623612942295888, 0.04474790716434114, 0.020284392592991696, 0.08970787989006444, 0.005242637011959261, 0.058302016589007716]","[1.9641391222327693, 2.018267678809195, 1.8707343569210109, 2.0674454527719233, 1.953907504831128, 1.9364147395960636, 2.0271790875138507, 1.8720545656179968]",81,0,90
333.293536901474,"[1.8450782708238398, 2.060990662549484, 1.9920939948380345, 1.8410095699747384, 2.147518367273706, 1.8505032052893082, 2.020574900781744, 2.0278985623101264]","[0.055822606328397986, 0.01648263019339008, 0.09119552604643029, 0.008383223342064927, 0.048880257598690705, 0.06871553968356862, 0.01168910368954458, 0.08954258587269047]","[2.056883783196035, 1.9737106352859177, 1.9136411395730555, 2.040711226657957, 1.8766752960574478, 2.044011748400422, 1.9908733483467358, 1.885586704762103]",80,0,90
333.62675189971924,"[1.814427391093943, 2.1814242076828836, 1.9052950433905396, 1.9741917111019889, 2.0913702955561075, 1.8231072862386926, 2.1567407558650022, 1.9264522878058665]","[0.01482969001965026, 0.035822030226146065, 0.0796249448302515, 0.00739145923782103, 0.08111259098661734, 0.027061447305324976, 0.0278879173921949, 0.08474905936884496]","[2.051272896233845, 1.894828165641005, 2.0020951222711165, 2.001104965748377, 1.8631431569133414, 2.057213835370282, 1.9159515047927809, 1.9697500091949598]",81,0,90
333.9600782394409,"[1.9324197157178817, 2.1165962408205354, 1.8228360395154193, 2.131514810600574, 1.9457108051582794, 1.905566290113813, 2.1312435638773004, 1.823378532961966]","[0.00573851906408121, 0.07268259610054421, 0.03697908834776395, 0.024086154992593298, 0.08805493971632462, 0.0044161669250893515, 0.06623612942295888, 0.046731435372828936]","[2.0057256961878283, 1.8598426351708763, 2.058864096241514, 1.9304738004596267, 1.9463163048234586, 2.010346426627279, 1.8598426351708763, 2.055233522324803]",81,0,90
